Attrition,OverTime,TotalWorkingYears,JobLevel,YearsInCurrentRole,MonthlyIncome,Age,YearsWithCurrManager,StockOptionLevel,YearsAtCompany,JobInvolvement,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,DistanceFromHome,WorkLifeBalance,TrainingTimesLastYear,Department,EducationField,JobRole,MaritalStatus
0,0,6,2,3,9525,37,3,2,6,1,2,4,3,1,2,2,Sales,Medical,Sales Executive,Divorced
0,0,10,1,9,2929,34,7,0,10,2,1,4,2,19,3,3,Research & Development,Life Sciences,Research Scientist,Married
1,1,3,1,2,2275,23,2,1,3,3,1,4,3,7,3,2,Sales,Life Sciences,Sales Representative,Divorced
0,1,9,3,7,7879,44,7,1,8,4,1,4,3,2,3,2,Research & Development,Life Sciences,Healthcare Representative,Married
0,1,6,1,4,4930,35,4,0,5,2,2,4,1,2,4,2,Research & Development,Medical,Research Scientist,Single
0,1,10,2,9,7847,43,8,1,10,3,1,4,4,2,3,3,Sales,Medical,Sales Executive,Married
0,0,5,1,3,4401,24,4,1,5,4,1,3,3,9,3,1,Research & Development,Medical,Research Scientist,Married
0,0,10,3,8,9241,41,7,0,10,3,1,3,4,6,3,3,Sales,Marketing,Sales Executive,Single
0,0,9,1,3,2974,29,2,1,5,3,1,3,4,9,3,2,Research & Development,Medical,Laboratory Technician,Married
0,0,17,2,7,4502,36,7,0,13,3,1,4,3,2,2,2,Sales,Life Sciences,Sales Representative,Single
0,0,25,3,15,10748,45,4,1,23,2,0,3,3,1,2,3,Research & Development,Life Sciences,Healthcare Representative,Married
1,0,1,1,0,1555,24,0,1,1,1,1,3,4,22,3,2,Human Resources,Human Resources,Human Resources,Married
1,0,25,4,5,12936,47,10,0,23,1,2,3,3,9,1,3,Sales,Life Sciences,Sales Executive,Married
0,0,3,1,2,2305,26,2,3,3,1,1,3,4,17,4,3,Research & Development,Medical,Laboratory Technician,Married
0,0,21,4,6,16704,45,6,0,21,2,1,2,4,28,3,2,Research & Development,Technical Degree,Research Director,Single
0,0,10,1,2,3433,32,3,1,5,3,2,3,1,10,2,3,Research & Development,Life Sciences,Research Scientist,Married
0,0,6,1,2,3477,31,3,1,5,3,1,3,2,2,4,2,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,10,2,2,6430,41,2,1,3,1,0,2,3,4,3,4,Human Resources,Human Resources,Human Resources,Married
0,1,18,2,0,6516,40,0,1,1,3,1,1,2,8,3,3,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,6,1,2,3907,24,2,3,6,3,1,1,2,29,4,2,Research & Development,Medical,Laboratory Technician,Divorced
0,0,19,2,7,5562,46,9,0,10,3,1,2,3,13,3,3,Research & Development,Life Sciences,Healthcare Representative,Single
0,0,17,2,7,6883,35,7,1,7,3,1,3,4,27,3,3,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,10,1,0,2862,30,8,1,10,3,1,4,2,16,2,2,Research & Development,Life Sciences,Research Scientist,Married
0,0,4,2,0,4978,47,0,1,1,3,0,2,3,2,1,3,Sales,Marketing,Sales Executive,Married
0,1,13,3,6,10368,46,3,1,10,3,1,4,3,2,2,5,Sales,Life Sciences,Sales Executive,Divorced
1,1,16,2,2,6134,36,2,3,2,2,1,1,2,13,3,3,Sales,Marketing,Sales Executive,Divorced
1,0,10,2,0,6735,32,0,0,0,1,1,2,1,1,3,2,Sales,Life Sciences,Sales Executive,Single
0,0,3,1,2,3295,23,2,0,3,3,1,2,3,4,1,3,Research & Development,Medical,Laboratory Technician,Single
0,0,9,2,4,5238,31,4,0,5,3,2,4,4,24,2,3,Research & Development,Technical Degree,Manufacturing Director,Single
0,1,9,2,8,6472,39,8,1,9,3,0,4,4,1,3,2,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,10,3,3,9610,32,2,1,4,1,1,3,4,19,1,2,Sales,Life Sciences,Sales Executive,Married
0,0,21,5,8,19833,40,8,0,21,3,1,2,2,7,2,3,Sales,Medical,Manager,Single
0,0,9,3,0,9756,45,3,2,5,1,1,3,3,4,4,2,Human Resources,Life Sciences,Human Resources,Married
0,0,10,1,7,4968,30,7,0,9,2,2,1,4,2,3,2,Research & Development,Technical Degree,Research Scientist,Single
0,0,3,1,2,2145,24,1,1,2,3,2,4,1,10,3,2,Human Resources,Medical,Human Resources,Married
1,0,6,1,2,2180,30,2,1,4,2,2,4,3,8,2,0,Human Resources,Human Resources,Human Resources,Divorced
0,0,6,2,2,8346,31,2,1,5,3,1,3,1,5,3,3,Sales,Technical Degree,Sales Executive,Married
0,0,6,1,2,3445,27,4,0,6,3,1,4,3,8,2,5,Research & Development,Medical,Research Scientist,Single
1,0,2,1,2,2760,29,2,0,2,1,1,2,2,9,3,3,Sales,Marketing,Sales Representative,Single
0,1,10,2,2,6294,29,2,0,3,4,2,3,4,1,4,5,Research & Development,Life Sciences,Healthcare Representative,Single
0,0,12,3,7,7140,30,7,1,7,2,1,1,3,15,3,2,Sales,Marketing,Sales Executive,Divorced
0,1,6,1,0,2932,34,2,3,5,4,1,4,4,2,3,3,Research & Development,Medical,Research Scientist,Married
0,0,13,2,7,5147,33,7,0,11,3,0,2,4,2,2,2,Sales,Marketing,Sales Executive,Single
0,0,8,2,1,4507,49,4,0,5,3,1,4,4,11,4,1,Sales,Marketing,Sales Executive,Single
1,1,11,3,0,8564,33,0,0,0,3,1,1,1,16,2,2,Sales,Life Sciences,Sales Executive,Single
0,0,9,1,1,2468,38,5,1,6,2,2,2,3,2,2,4,Research & Development,Medical,Laboratory Technician,Married
1,0,10,3,0,8161,31,0,3,1,3,1,3,1,16,3,2,Sales,Marketing,Sales Executive,Married
0,0,1,1,0,2109,29,0,1,1,2,1,1,4,4,3,2,Research & Development,Technical Degree,Research Scientist,Divorced
0,0,10,2,0,5294,30,7,1,7,4,1,3,3,16,3,3,Research & Development,Life Sciences,Healthcare Representative,Married
0,0,12,1,7,2718,32,7,0,7,3,0,2,2,5,3,3,Research & Development,Technical Degree,Research Scientist,Single
0,1,15,2,0,5811,38,0,1,1,1,1,4,2,18,3,2,Research & Development,Medical,Healthcare Representative,Married
1,1,6,1,0,2437,43,0,1,1,2,2,3,3,17,3,4,Research & Development,Technical Degree,Research Scientist,Married
0,0,7,1,3,2766,42,4,3,5,3,1,2,2,12,2,6,Research & Development,Medical,Laboratory Technician,Divorced
0,0,34,5,0,19038,55,0,3,1,2,1,1,3,2,3,2,Research & Development,Medical,Research Director,Married
0,0,11,2,8,3055,33,7,2,9,3,0,2,4,4,2,2,Research & Development,Technical Degree,Research Scientist,Divorced
0,0,5,1,3,2289,41,4,2,5,3,1,1,3,9,3,2,Research & Development,Life Sciences,Laboratory Technician,Divorced
0,1,15,2,14,4001,34,7,1,15,3,0,3,4,10,3,3,Sales,Life Sciences,Sales Executive,Divorced
0,1,27,4,2,12965,53,2,3,3,2,0,3,1,1,2,2,Research & Development,Medical,Manufacturing Director,Married
0,0,10,1,7,3539,43,8,0,9,3,1,4,2,2,3,5,Human Resources,Life Sciences,Human Resources,Single
0,0,6,2,2,6029,34,2,0,2,1,1,4,4,3,3,3,Sales,Life Sciences,Sales Executive,Single
1,0,1,1,0,2679,21,0,0,1,3,1,2,2,7,3,3,Sales,Marketing,Sales Representative,Single
0,0,5,1,4,3702,38,4,1,5,2,1,3,4,6,3,3,Research & Development,Other,Laboratory Technician,Married
1,1,1,1,0,2398,22,0,0,1,3,1,1,3,8,3,6,Research & Development,Medical,Laboratory Technician,Married
0,0,13,2,7,5468,31,7,2,12,2,1,4,1,29,3,3,Sales,Marketing,Sales Executive,Married
0,0,15,3,2,13116,51,2,0,2,3,1,3,1,3,3,2,Research & Development,Technical Degree,Manager,Married
0,0,5,2,2,4189,37,3,2,5,2,1,2,2,9,3,2,Sales,Marketing,Sales Executive,Married
0,1,24,5,1,19328,46,2,1,2,3,1,4,3,2,3,3,Research & Development,Medical,Research Director,Divorced
0,1,15,3,8,8321,36,7,1,12,3,1,1,4,10,3,1,Research & Development,Life Sciences,Healthcare Representative,Married
1,1,6,1,3,2342,44,3,3,5,3,2,2,3,1,2,2,Research & Development,Medical,Research Scientist,Divorced
0,0,19,2,0,4071,37,7,0,10,3,1,2,3,8,2,4,Human Resources,Other,Human Resources,Divorced
1,1,10,2,7,5813,35,7,0,10,3,1,4,3,27,3,2,Sales,Life Sciences,Sales Executive,Single
0,0,14,1,8,3143,33,6,1,10,4,1,1,4,8,3,1,Research & Development,Life Sciences,Research Scientist,Married
0,0,5,1,3,2044,28,3,1,5,3,1,4,3,1,4,6,Research & Development,Life Sciences,Research Scientist,Married
0,0,9,3,3,13464,39,2,0,4,3,1,3,3,10,3,3,Research & Development,Medical,Research Director,Single
0,0,6,2,2,7991,46,2,0,2,2,0,2,2,26,3,3,Sales,Life Sciences,Sales Executive,Single
0,0,7,1,3,3377,40,2,1,4,3,1,1,3,2,2,5,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,10,2,0,5538,42,0,2,0,4,1,1,2,13,2,2,Research & Development,Medical,Healthcare Representative,Married
0,0,15,2,7,5762,35,7,1,7,3,0,4,2,2,3,6,Research & Development,Medical,Manufacturing Director,Divorced
0,0,13,1,10,2592,38,8,3,11,3,0,2,1,2,3,3,Human Resources,Human Resources,Human Resources,Divorced
1,0,11,2,1,5346,34,7,1,7,3,2,1,4,9,2,3,Research & Development,Life Sciences,Laboratory Technician,Married
1,0,10,2,3,4213,37,8,0,10,3,1,1,4,10,1,4,Research & Development,Medical,Manufacturing Director,Single
0,0,7,2,1,4127,39,2,1,2,3,2,4,3,20,3,6,Sales,Life Sciences,Sales Executive,Divorced
0,0,7,1,2,2438,43,2,0,3,3,0,3,1,9,2,2,Research & Development,Life Sciences,Research Scientist,Single
0,0,11,2,2,6870,41,2,0,3,4,1,2,2,5,1,3,Research & Development,Life Sciences,Healthcare Representative,Single
0,1,23,3,14,10447,41,5,1,22,3,1,3,3,4,4,3,Sales,Marketing,Sales Executive,Divorced
0,0,9,3,7,9667,30,2,0,7,3,1,3,1,10,3,3,Research & Development,Medical,Manufacturing Director,Single
1,1,6,1,1,2148,26,4,0,5,3,1,2,4,20,3,3,Human Resources,Medical,Human Resources,Married
1,0,13,2,7,8926,46,7,1,9,3,1,2,4,21,4,2,Research & Development,Medical,Healthcare Representative,Married
0,0,12,2,3,6513,40,3,1,5,3,1,4,3,1,3,3,Research & Development,Life Sciences,Healthcare Representative,Divorced
0,0,10,2,8,6799,34,8,2,10,4,1,3,2,8,3,5,Sales,Technical Degree,Sales Executive,Married
0,0,37,4,9,16291,58,14,1,16,3,0,2,2,2,2,0,Sales,Medical,Manager,Divorced
0,0,6,1,4,2705,35,3,1,5,1,1,3,2,23,4,2,Research & Development,Medical,Laboratory Technician,Married
0,1,28,3,11,10333,47,10,1,22,2,1,2,3,4,3,4,Research & Development,Life Sciences,Manufacturing Director,Divorced
0,0,15,2,4,4448,40,7,1,7,3,1,1,2,12,3,3,Research & Development,Life Sciences,Healthcare Representative,Divorced
0,0,14,2,1,6854,54,7,1,7,3,1,4,4,7,2,2,Research & Development,Medical,Research Scientist,Married
0,0,9,3,2,9637,31,2,2,3,3,2,1,1,7,3,3,Sales,Marketing,Sales Executive,Married
0,0,3,1,2,3591,28,2,1,3,3,1,1,3,1,3,3,Research & Development,Medical,Research Scientist,Married
0,1,20,2,2,5405,38,3,2,4,1,1,4,2,2,2,4,Sales,Marketing,Sales Representative,Married
0,0,5,2,3,4684,26,2,0,5,3,1,4,3,10,3,4,Sales,Medical,Sales Executive,Single
0,1,23,4,2,15787,58,2,0,2,3,2,3,1,15,3,3,Research & Development,Life Sciences,Research Director,Married
0,0,0,1,0,1514,18,0,0,0,3,0,3,2,14,1,4,Research & Development,Medical,Research Scientist,Single
1,0,2,1,0,2956,31,0,0,1,4,1,1,4,18,3,4,Human Resources,Human Resources,Human Resources,Married
1,1,4,1,2,2335,29,0,3,2,2,1,1,1,13,3,3,Human Resources,Human Resources,Human Resources,Divorced
0,0,10,2,7,5154,45,7,2,8,3,0,3,3,2,4,3,Sales,Life Sciences,Sales Executive,Married
0,1,15,2,0,6962,36,0,1,1,3,1,2,4,2,3,2,Research & Development,Other,Research Scientist,Married
0,0,7,2,7,5675,43,7,1,7,3,2,4,1,2,3,5,Sales,Life Sciences,Sales Executive,Married
0,1,6,1,4,2379,27,2,0,5,3,2,4,4,5,2,3,Research & Development,Life Sciences,Laboratory Technician,Single
0,0,11,1,8,3812,29,10,0,11,3,2,4,4,20,4,3,Research & Development,Medical,Laboratory Technician,Married
0,0,4,2,0,4648,32,0,0,0,3,2,4,4,10,4,2,Sales,Marketing,Sales Executive,Single
0,0,10,1,3,2936,42,3,2,6,3,0,3,3,10,2,1,Research & Development,Technical Degree,Research Scientist,Married
0,0,7,1,2,2105,47,0,0,2,3,1,3,2,9,3,2,Research & Development,Life Sciences,Laboratory Technician,Single
0,0,12,3,8,8578,46,7,1,9,3,1,4,4,2,2,4,Research & Development,Life Sciences,Manufacturing Director,Divorced
0,0,3,1,2,2706,28,2,1,3,3,0,4,3,1,3,2,Human Resources,Life Sciences,Human Resources,Divorced
0,0,11,2,0,6384,29,6,2,7,1,1,3,4,29,3,3,Research & Development,Life Sciences,Healthcare Representative,Divorced
0,0,8,1,0,3968,42,0,0,0,3,1,3,4,8,3,3,Research & Development,Life Sciences,Laboratory Technician,Single
1,1,7,2,2,9907,32,2,0,2,2,1,2,3,2,2,3,Sales,Marketing,Sales Executive,Single
0,0,25,4,17,13225,46,8,1,19,4,1,1,1,3,3,5,Sales,Technical Degree,Sales Executive,Divorced
0,0,9,2,8,3540,27,8,1,9,2,1,3,2,23,3,5,Sales,Medical,Sales Representative,Married
0,0,1,1,0,2804,29,0,0,1,2,1,2,4,6,3,3,Human Resources,Medical,Human Resources,Married
0,0,21,5,12,19392,43,14,0,16,2,1,3,1,6,3,2,Research & Development,Medical,Manager,Married
0,0,29,5,10,19665,48,9,0,22,2,1,2,4,10,3,3,Research & Development,Life Sciences,Research Director,Married
1,1,1,1,0,2439,29,0,0,1,2,2,4,4,24,2,3,Research & Development,Life Sciences,Research Scientist,Single
1,0,14,3,7,7314,46,7,3,8,3,1,2,3,10,3,2,Sales,Life Sciences,Sales Executive,Married
0,0,8,1,6,4774,27,3,1,7,2,2,1,4,15,2,2,Research & Development,Life Sciences,Research Scientist,Married
0,0,7,2,2,3902,39,2,3,2,3,1,4,4,19,3,2,Research & Development,Other,Research Scientist,Divorced
0,0,19,1,2,2662,55,4,1,5,2,1,4,2,2,4,2,Research & Development,Technical Degree,Research Scientist,Married
0,0,1,1,0,2856,28,0,1,1,3,1,2,2,3,3,3,Sales,Medical,Sales Representative,Married
1,0,1,1,0,1081,30,0,0,1,3,1,4,2,9,2,3,Sales,Medical,Sales Representative,Single
1,1,1,1,0,2472,22,0,0,1,3,1,2,4,7,3,2,Research & Development,Life Sciences,Research Scientist,Single
0,1,10,2,9,5673,36,7,1,10,2,1,3,2,10,3,4,Sales,Technical Degree,Sales Executive,Married
0,0,10,2,8,4197,31,2,1,10,3,1,3,2,20,3,2,Research & Development,Life Sciences,Laboratory Technician,Divorced
0,1,9,3,3,9713,34,0,3,5,3,1,4,3,4,3,3,Sales,Life Sciences,Sales Executive,Married
0,0,11,1,2,2062,29,2,0,3,3,1,1,4,7,3,2,Research & Development,Life Sciences,Laboratory Technician,Single
0,1,16,2,3,4284,37,4,1,5,3,1,1,4,7,3,2,Research & Development,Medical,Research Scientist,Married
0,1,4,2,2,4788,35,2,0,3,2,1,2,4,16,3,2,Research & Development,Other,Manufacturing Director,Married
0,0,10,2,8,5906,45,8,2,9,2,1,4,2,25,2,2,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,10,2,1,3886,36,8,0,10,2,2,4,2,2,2,2,Human Resources,Human Resources,Human Resources,Single
0,0,22,4,7,16823,40,16,1,19,3,1,1,1,1,3,3,Research & Development,Life Sciences,Manager,Divorced
0,1,1,1,0,2933,26,0,1,1,2,1,3,2,1,2,3,Research & Development,Life Sciences,Research Scientist,Married
0,0,9,2,7,6500,27,7,0,8,4,1,3,1,2,2,5,Sales,Medical,Sales Executive,Single
0,0,24,4,17,17174,48,7,1,22,3,2,4,4,22,3,3,Research & Development,Medical,Manager,Divorced
0,0,10,2,0,5033,44,2,1,2,4,1,1,2,1,3,5,Research & Development,Life Sciences,Healthcare Representative,Married
1,1,5,1,2,2307,34,0,1,5,1,0,1,4,16,3,2,Research & Development,Technical Degree,Research Scientist,Married
1,0,5,1,2,2587,56,0,0,4,3,1,4,1,24,3,3,Research & Development,Life Sciences,Laboratory Technician,Single
0,0,12,2,2,5507,36,3,2,4,2,1,2,3,17,1,1,Sales,Marketing,Sales Executive,Married
0,0,14,2,4,4393,41,4,1,5,3,1,2,3,8,3,3,Sales,Marketing,Sales Executive,Married
0,0,18,3,7,13348,42,7,1,13,3,1,1,3,6,4,3,Research & Development,Medical,Research Director,Married
0,1,8,2,2,6583,31,4,1,5,3,1,4,3,10,3,2,Sales,Medical,Sales Executive,Divorced
0,1,9,2,2,8103,34,1,0,4,2,1,4,4,3,2,3,Sales,Medical,Sales Executive,Married
0,0,4,1,2,3978,31,2,1,2,4,1,3,1,4,2,0,Research & Development,Medical,Laboratory Technician,Divorced
0,0,8,1,7,2544,26,7,1,7,4,2,4,3,6,3,3,Research & Development,Other,Laboratory Technician,Married
0,0,12,2,2,5399,45,3,0,4,3,2,3,2,1,3,3,Research & Development,Medical,Healthcare Representative,Single
0,0,10,2,4,5487,33,9,0,10,3,1,3,2,10,2,2,Sales,Marketing,Sales Executive,Single
0,1,7,2,7,6834,28,7,1,7,2,2,4,3,1,3,2,Sales,Life Sciences,Sales Executive,Married
1,0,1,1,0,1091,29,0,0,1,4,2,1,3,24,3,3,Sales,Technical Degree,Sales Representative,Single
0,0,10,2,2,5736,39,2,1,3,1,0,3,1,21,3,1,Sales,Life Sciences,Sales Executive,Married
0,0,6,1,3,2226,27,2,1,5,3,1,2,2,2,2,3,Research & Development,Technical Degree,Research Scientist,Married
0,1,16,2,10,5747,34,11,0,15,2,2,4,3,22,3,3,Research & Development,Other,Research Scientist,Married
1,1,6,2,0,9854,28,2,0,2,3,1,3,4,13,3,0,Sales,Marketing,Sales Executive,Single
0,0,16,2,7,5467,47,7,1,8,3,0,2,3,14,4,4,Research & Development,Technical Degree,Research Scientist,Married
0,0,6,2,0,5380,56,0,1,0,2,1,1,4,11,3,3,Sales,Marketing,Sales Executive,Married
0,0,10,2,0,5151,39,9,1,10,3,1,1,1,9,3,3,Research & Development,Medical,Manufacturing Director,Married
0,1,20,2,11,2133,38,7,1,20,2,2,2,4,8,3,3,Research & Development,Medical,Research Scientist,Divorced
0,1,29,4,0,17875,58,0,1,1,3,1,4,4,21,2,2,Sales,Life Sciences,Manager,Married
1,1,8,1,1,2432,32,3,0,4,4,2,3,1,5,3,2,Research & Development,Life Sciences,Research Scientist,Single
0,0,10,1,2,4771,38,3,2,5,3,1,4,2,9,4,0,Research & Development,Life Sciences,Research Scientist,Divorced
0,0,28,5,4,19161,49,3,0,5,3,2,4,2,2,3,3,Research & Development,Life Sciences,Research Director,Married
0,1,14,2,0,5087,42,0,2,0,3,1,4,2,12,3,4,Sales,Marketing,Sales Executive,Divorced
1,0,1,1,0,2863,27,0,0,1,2,2,2,1,22,3,2,Human Resources,Human Resources,Human Resources,Married
0,0,6,2,3,5561,35,4,1,5,3,1,1,2,18,1,2,Sales,Medical,Sales Executive,Married
0,0,5,1,3,2144,28,4,0,5,3,0,3,3,16,2,3,Research & Development,Medical,Research Scientist,Single
0,1,4,1,2,3065,31,3,1,4,3,0,1,3,3,4,3,Research & Development,Medical,Research Scientist,Divorced
0,0,5,1,4,2810,36,2,0,5,4,0,2,1,9,3,3,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,14,3,8,9888,34,1,0,14,3,1,4,1,1,2,3,Sales,Marketing,Sales Executive,Single
0,0,9,3,7,8628,34,1,1,8,3,1,3,4,13,2,2,Sales,Medical,Sales Executive,Divorced
0,0,8,1,7,2867,26,6,0,7,3,1,1,3,1,2,6,Research & Development,Medical,Laboratory Technician,Single
0,0,6,2,3,5373,29,2,1,5,3,1,1,1,1,2,5,Research & Development,Life Sciences,Healthcare Representative,Married
0,0,9,2,1,6667,32,2,1,5,3,0,4,3,15,3,6,Research & Development,Medical,Healthcare Representative,Divorced
0,0,10,2,8,5003,31,7,0,10,1,2,1,4,1,3,6,Research & Development,Life Sciences,Research Scientist,Married
1,0,6,1,1,2367,28,3,1,4,2,1,4,3,17,2,2,Research & Development,Technical Degree,Laboratory Technician,Divorced
0,0,20,1,0,2858,38,0,0,1,2,1,1,1,1,2,3,Sales,Life Sciences,Sales Representative,Single
0,1,10,2,8,5204,35,9,0,10,3,1,4,3,7,3,2,Sales,Life Sciences,Sales Executive,Married
0,0,7,2,7,4105,27,7,0,7,3,1,4,4,9,3,5,Sales,Marketing,Sales Executive,Single
0,0,8,2,0,9679,32,0,0,1,2,1,4,4,5,3,1,Research & Development,Life Sciences,Manufacturing Director,Single
1,1,10,2,7,5617,31,8,0,10,3,2,4,1,26,3,4,Sales,Marketing,Sales Executive,Married
1,1,15,3,2,10448,53,2,0,2,3,1,1,1,24,2,2,Sales,Life Sciences,Sales Executive,Single
0,0,9,2,3,2897,54,3,2,4,3,1,3,1,9,2,6,Research & Development,Life Sciences,Research Scientist,Married
0,0,9,2,7,5968,33,8,3,9,3,2,3,4,7,3,2,Research & Development,Life Sciences,Healthcare Representative,Divorced
0,0,10,3,9,7510,43,9,1,10,3,1,3,1,11,3,1,Research & Development,Life Sciences,Healthcare Representative,Married
0,1,7,1,2,2991,38,2,1,6,3,2,2,4,1,3,2,Human Resources,Other,Human Resources,Married
0,1,35,5,9,19636,55,4,1,10,4,1,2,3,26,3,0,Human Resources,Human Resources,Manager,Married
0,1,1,1,0,1129,31,0,3,1,1,1,4,4,2,3,4,Research & Development,Medical,Laboratory Technician,Divorced
0,0,21,4,8,13341,39,10,0,20,3,1,1,2,15,3,3,Sales,Marketing,Sales Executive,Single
0,0,20,2,9,4332,42,7,0,20,2,0,3,4,23,3,2,Research & Development,Life Sciences,Research Scientist,Single
0,0,13,3,7,11031,31,8,1,11,3,0,3,3,10,4,2,Research & Development,Medical,Research Director,Married
0,1,9,2,2,4440,54,4,0,5,3,1,1,3,10,3,3,Research & Development,Medical,Manufacturing Director,Single
0,0,4,2,3,4617,24,2,0,4,2,1,3,2,1,2,2,Research & Development,Life Sciences,Healthcare Representative,Single
0,0,5,1,2,2647,23,4,0,5,3,1,4,4,12,4,6,Research & Development,Other,Laboratory Technician,Single
0,0,10,2,9,6323,40,4,1,10,3,2,3,4,11,4,2,Research & Development,Technical Degree,Laboratory Technician,Married
0,0,15,2,8,5677,40,10,1,11,3,1,2,2,2,3,4,Sales,Marketing,Sales Executive,Married
0,0,6,1,0,2187,25,2,0,2,3,1,2,3,2,3,3,Human Resources,Human Resources,Human Resources,Married
0,0,12,1,8,3748,30,7,0,12,3,1,2,4,1,2,6,Research & Development,Medical,Laboratory Technician,Married
0,1,7,1,2,3977,25,2,1,2,3,1,3,4,2,2,2,Research & Development,Other,Laboratory Technician,Divorced
0,0,25,3,14,8633,47,11,0,17,3,1,3,1,25,3,3,Research & Development,Medical,Healthcare Representative,Single
0,0,1,1,1,2008,33,0,3,1,2,0,3,2,1,2,2,Research & Development,Medical,Laboratory Technician,Divorced
0,0,16,2,13,4440,38,8,2,15,3,1,2,4,1,3,3,Sales,Life Sciences,Sales Executive,Married
0,0,3,1,2,3067,31,2,1,2,3,1,3,1,2,3,1,Sales,Life Sciences,Sales Representative,Married
0,0,10,2,3,5321,38,7,1,8,2,2,3,1,6,3,1,Research & Development,Life Sciences,Manufacturing Director,Married
0,1,9,2,3,5410,42,2,1,4,3,1,1,4,18,2,3,Research & Development,Life Sciences,Research Scientist,Divorced
0,0,12,1,3,2782,41,0,1,5,3,1,4,4,1,3,3,Research & Development,Life Sciences,Research Scientist,Married
0,0,14,3,8,11957,47,12,2,13,3,0,2,3,1,1,3,Research & Development,Medical,Research Director,Married
0,1,5,1,2,2660,35,2,1,2,3,1,3,4,11,3,3,Research & Development,Medical,Laboratory Technician,Married
0,0,4,1,2,3375,22,2,0,3,3,1,3,4,1,4,2,Research & Development,Life Sciences,Research Scientist,Single
0,0,10,2,7,5098,35,8,0,10,3,1,3,2,9,3,5,Research & Development,Medical,Research Scientist,Single
0,1,10,2,7,4878,33,1,1,9,3,1,4,2,15,3,6,Research & Development,Medical,Healthcare Representative,Married
0,0,6,1,2,2837,32,1,0,6,2,1,2,3,29,3,3,Research & Development,Life Sciences,Laboratory Technician,Single
0,0,8,1,0,2406,40,0,2,1,3,1,4,1,1,2,3,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,3,1,2,2269,32,2,1,2,2,1,2,2,1,3,2,Sales,Medical,Sales Representative,Married
0,0,18,2,7,4108,39,7,0,7,3,1,4,1,24,3,2,Research & Development,Life Sciences,Research Scientist,Single
0,0,20,3,16,13206,38,11,1,18,1,1,3,2,10,3,3,Research & Development,Medical,Research Director,Married
0,0,14,3,10,10422,32,7,2,14,3,1,4,3,1,3,3,Sales,Marketing,Sales Executive,Married
0,1,16,3,11,13744,37,8,1,16,4,1,4,3,10,3,2,Research & Development,Life Sciences,Research Director,Married
0,1,6,2,3,4907,25,4,1,5,3,1,3,1,8,2,3,Sales,Other,Sales Executive,Divorced
0,0,16,1,8,3482,52,0,2,9,3,0,4,1,29,2,3,Sales,Life Sciences,Sales Representative,Divorced
0,1,6,1,3,2436,44,2,0,4,3,1,4,2,1,3,2,Research & Development,Medical,Research Scientist,Single
0,1,2,1,2,2380,21,2,0,2,3,1,1,3,5,3,6,Sales,Medical,Sales Representative,Single
0,0,21,5,0,19431,39,3,0,6,3,0,4,4,9,2,3,Research & Development,Life Sciences,Manager,Single
1,0,1,1,0,1790,23,0,1,1,3,2,1,4,9,2,3,Sales,Marketing,Sales Representative,Married
0,0,10,3,7,7644,36,4,2,9,2,1,4,1,3,3,2,Sales,Medical,Sales Executive,Married
0,0,18,2,2,5131,36,2,3,4,3,2,2,4,4,3,3,Research & Development,Life Sciences,Manufacturing Director,Divorced
0,0,13,2,12,6306,56,9,1,13,3,0,3,3,1,2,2,Research & Development,Life Sciences,Healthcare Representative,Divorced
1,1,4,1,2,4787,29,2,3,2,3,1,4,1,1,4,3,Research & Development,Medical,Research Scientist,Married
0,0,24,5,6,18880,42,14,0,22,3,1,3,1,2,2,2,Research & Development,Life Sciences,Manager,Married
1,0,14,1,9,2339,56,8,1,10,3,1,3,4,7,1,4,Research & Development,Technical Degree,Laboratory Technician,Married
0,0,21,4,7,13570,41,10,1,20,2,1,2,1,28,3,3,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,8,2,7,6712,34,7,2,8,2,1,3,4,28,3,2,Sales,Marketing,Sales Executive,Married
0,0,15,2,12,5406,36,11,1,15,1,0,4,4,15,2,4,Sales,Marketing,Sales Executive,Divorced
0,0,14,2,4,8938,41,4,1,5,2,1,2,3,3,3,5,Sales,Life Sciences,Sales Executive,Divorced
0,0,4,1,2,2439,32,2,0,4,3,1,1,4,2,3,4,Research & Development,Technical Degree,Research Scientist,Single
0,1,9,3,0,8837,35,7,0,9,3,1,4,3,26,3,2,Human Resources,Life Sciences,Human Resources,Single
0,0,10,2,7,5343,38,9,1,10,3,1,4,1,10,3,1,Sales,Life Sciences,Sales Executive,Married
1,0,12,2,3,6728,50,1,2,6,3,2,3,2,1,3,3,Sales,Life Sciences,Sales Executive,Divorced
0,0,8,2,3,6652,36,0,1,6,2,1,4,2,11,2,2,Sales,Marketing,Sales Executive,Married
